Date,Item,Category,Price
2020-06-18,Milk,Dairy,17.894348737344373
2020-06-19,Tomatoes,Canned Goods,23.99385479343695
2020-06-20,Pork,Meat,14.398944073517319
2020-06-21,Beef,Meat,22.35845991629151
2020-06-22,Nuts,Snacks,20.315776651369145
2020-06-23,Pork,Meat,25.829136700640127
2020-06-24,Bread,Bakery,8.806976684196236
2020-06-25,Butter,Dairy,1.1239864722008654
2020-06-26,Beef,Meat,29.683937491428257
2020-06-27,Bread,Bakery,5.132650545773826
2020-06-28,Eggs,Dairy,24.115093076783257
2020-06-29,Muffins,Bakery,15.557688748332023
2020-06-30,Beans,Canned Goods,9.680700537220732
2020-07-01,Pork,Meat,3.656665296496005
2020-07-02,Cheese,Dairy,7.985359489249953
2020-07-03,Pork,Meat,20.055221199694873
2020-07-04,Beef,Meat,29.71290656840415
2020-07-05,Muffins,Bakery,5.321028976584387
2020-07-06,Beef,Meat,18.142680061729457
2020-07-07,Eggs,Dairy,19.51762338127488
2020-07-08,Croissants,Bakery,20.57692858857022
2020-07-09,Tomatoes,Canned Goods,5.139470613329157
2020-07-10,Bread,Bakery,13.248959554533249
2020-07-11,Candy,Snacks,2.669749569812786
2020-07-12,Chips,Snacks,25.590034509553043
2020-07-13,Butter,Dairy,6.357491452511563
2020-07-14,Muffins,Bakery,25.342806832854155
2020-07-15,Cheese,Dairy,21.618395580664536
2020-07-16,Chips,Snacks,9.232538701405874
2020-07-17,Cookies,Snacks,9.685444563702148
2020-07-18,Croissants,Bakery,12.228150385020717
2020-07-19,Carrots,Produce,7.5348192768101345
2020-07-20,Tuna,Canned Goods,6.100570780805235
2020-07-21,Eggs,Dairy,17.380506319621936
2020-07-22,Soup,Canned Goods,15.69744385377286
2020-07-23,Milk,Dairy,11.740691696356485
2020-07-24,Nuts,Snacks,29.943367853285803
2020-07-25,Tuna,Canned Goods,18.116277562694165
2020-07-26,Apples,Produce,8.061707351753578
2020-07-27,Nuts,Snacks,25.711985454298805
2020-07-28,Nuts,Snacks,14.38896797030942
2020-07-29,Beans,Canned Goods,10.042916546017743
2020-07-30,Fish,Meat,21.227722700125945
2020-07-31,Chicken,Meat,2.206092486112079
2020-08-01,Chicken,Meat,13.952462795173359
2020-08-02,Milk,Dairy,27.43169299711034
2020-08-03,Croissants,Bakery,13.296952492095413
2020-08-04,Muffins,Bakery,22.23143922723805
2020-08-05,Lettuce,Produce,8.22072780168144
2020-08-06,Beef,Meat,27.986224019431944
2020-08-07,Apples,Produce,10.594518529545903
2020-08-08,Butter,Dairy,24.810662627376406
2020-08-09,Nuts,Snacks,21.69014900912938
2020-08-10,Apples,Produce,10.871068720381345
2020-08-11,Nuts,Snacks,27.167848731461152
2020-08-12,Nuts,Snacks,23.872560688181014
2020-08-13,Eggs,Dairy,6.047011053725967
2020-08-14,Butter,Dairy,24.062045254141868
2020-08-15,Tuna,Canned Goods,24.148220629417
2020-08-16,Beef,Meat,19.580245388688134
2020-08-17,Bread,Bakery,1.190033227955471
2020-08-18,Soup,Canned Goods,3.0971967185769955
2020-08-19,Beans,Canned Goods,3.697742797668581
2020-08-20,Bread,Bakery,18.863595719313256
2020-08-21,Eggs,Dairy,8.045271124143959
2020-08-22,Beans,Canned Goods,7.268365492352246
2020-08-23,Bagels,Bakery,27.392927179312764
2020-08-24,Tomatoes,Canned Goods,9.071503679665405
2020-08-25,Muffins,Bakery,17.082551217152258
2020-08-26,Chips,Snacks,17.231733409387516
2020-08-27,Nuts,Snacks,18.34682145178477
2020-08-28,Apples,Produce,3.440776869334324
2020-08-29,Fish,Meat,27.63396004677237
2020-08-30,Candy,Snacks,18.428697272469005
2020-08-31,Muffins,Bakery,23.510676435728538
2020-09-01,Cookies,Snacks,9.066982826315487
2020-09-02,Muffins,Bakery,27.070195926586162
2020-09-03,Soup,Canned Goods,10.530104524192035
2020-09-04,Chips,Snacks,9.80680014331697
2020-09-05,Fish,Meat,17.36006232454357
2020-09-06,Butter,Dairy,11.2687095230748
2020-09-07,Cookies,Snacks,11.276463375361494
2020-09-08,Beans,Canned Goods,13.396373994258392
2020-09-09,Chicken,Meat,17.962008930157648
2020-09-10,Tuna,Canned Goods,17.419645716862988
2020-09-11,Eggs,Dairy,10.226853921449365
2020-09-12,Tomatoes,Canned Goods,28.713442735872164
2020-09-13,Tuna,Canned Goods,10.88530028797965
2020-09-14,Cookies,Snacks,27.839065113771387
2020-09-15,Fish,Meat,15.889890954232547
2020-09-16,Chips,Snacks,20.26229113317856
2020-09-17,Chicken,Meat,15.170072818641373
2020-09-18,Eggs,Dairy,11.733662340293494
2020-09-19,Bananas,Produce,28.578058570573802
2020-09-20,Chips,Snacks,18.157566874139544
2020-09-21,Croissants,Bakery,23.78711479728156
2020-09-22,Butter,Dairy,13.516027265376142
2020-09-23,Chips,Snacks,15.326344745757043
2020-09-24,Carrots,Produce,15.107103274334314
2020-09-25,Chicken,Meat,2.7211798243264735
2020-09-26,Candy,Snacks,2.179824983646583
2020-09-27,Bread,Bakery,19.0653733290845
2020-09-28,Beef,Meat,21.442190385122313
2020-09-29,Cookies,Snacks,15.764283893122261
2020-09-30,Cheese,Dairy,3.807626301968133
2020-10-01,Bread,Bakery,11.76377912496581
2020-10-02,Candy,Snacks,27.02309882536189
2020-10-03,Bread,Bakery,14.320747357921984
2020-10-04,Bananas,Produce,26.499852926440727
2020-10-05,Chips,Snacks,15.296519497051147
2020-10-06,Beef,Meat,1.2857495267637395
2020-10-07,Beef,Meat,3.441878567649912
2020-10-08,Tomatoes,Canned Goods,16.761888120386857
2020-10-09,Cookies,Snacks,24.901073839827756
2020-10-10,Bread,Bakery,7.4423661947066115
2020-10-11,Milk,Dairy,10.62473430724407
2020-10-12,Chips,Snacks,13.768150490962986
2020-10-13,Chicken,Meat,19.62410504316602
2020-10-14,Bananas,Produce,10.3398989463174
2020-10-15,Milk,Dairy,21.3373883646466
2020-10-16,Soup,Canned Goods,27.4972616301612
2020-10-17,Tuna,Canned Goods,2.802148859991368
2020-10-18,Croissants,Bakery,21.45639881984159
2020-10-19,Cookies,Snacks,24.836747238151737
2020-10-20,Pork,Meat,11.505999506187917
2020-10-21,Croissants,Bakery,25.812885068628386
2020-10-22,Eggs,Dairy,6.973251472124251
2020-10-23,Candy,Snacks,9.036934098425181
2020-10-24,Soup,Canned Goods,28.374678660426774
2020-10-25,Bread,Bakery,17.027961415726296
2020-10-26,Lettuce,Produce,19.484750235186166
2020-10-27,Carrots,Produce,21.226494955849784
2020-10-28,Muffins,Bakery,21.724786801981566
2020-10-29,Eggs,Dairy,9.889097453890994
2020-10-30,Nuts,Snacks,11.237227261209128
2020-10-31,Bagels,Bakery,1.350543218616993
2020-11-01,Tuna,Canned Goods,4.372360360923477
2020-11-02,Butter,Dairy,5.026308900304405
2020-11-03,Bread,Bakery,25.288258860263117
2020-11-04,Bananas,Produce,3.4226926640558837
2020-11-05,Bagels,Bakery,15.514315855253164
2020-11-06,Lettuce,Produce,8.466802654663566
2020-11-07,Nuts,Snacks,21.506981578868633
2020-11-08,Chips,Snacks,27.415217715597368
2020-11-09,Carrots,Produce,21.454589775618803
2020-11-10,Soup,Canned Goods,10.411345071143227
2020-11-11,Chips,Snacks,15.477299613046943
2020-11-12,Carrots,Produce,18.180813488365704
2020-11-13,Bagels,Bakery,18.344896857958126
2020-11-14,Chicken,Meat,20.774434401730957
2020-11-15,Nuts,Snacks,24.51837648615854
2020-11-16,Beef,Meat,28.322309364540345
2020-11-17,Nuts,Snacks,7.11013266845012
2020-11-18,Bagels,Bakery,26.321469812540776
2020-11-19,Milk,Dairy,10.946854655716022
2020-11-20,Pork,Meat,5.281664079928753
2020-11-21,Bread,Bakery,28.460777385544983
2020-11-22,Soup,Canned Goods,28.64785969626707
2020-11-23,Beans,Canned Goods,13.66074362596895
2020-11-24,Croissants,Bakery,20.481056279194384
2020-11-25,Fish,Meat,18.872077527831618
2020-11-26,Soup,Canned Goods,2.010870671506977
2020-11-27,Bananas,Produce,25.233540160417665
2020-11-28,Muffins,Bakery,8.199731953755922
2020-11-29,Butter,Dairy,13.88571621602953
2020-11-30,Beans,Canned Goods,9.987855995155625
2020-12-01,Lettuce,Produce,24.509737457878312
2020-12-02,Pork,Meat,23.113669130102814
2020-12-03,Pork,Meat,11.06541223771294
2020-12-04,Muffins,Bakery,6.337031413849412
2020-12-05,Candy,Snacks,29.70267682191067
2020-12-06,Nuts,Snacks,22.267920865300706
2020-12-07,Soup,Canned Goods,7.010987267818487
2020-12-08,Pork,Meat,23.321398486846878
2020-12-09,Chips,Snacks,3.2836498630902744
2020-12-10,Chicken,Meat,1.2613367525373937
2020-12-11,Soup,Canned Goods,24.64418401465528
2020-12-12,Cheese,Dairy,2.3278334763162363
2020-12-13,Eggs,Dairy,10.790719748888263
2020-12-14,Fish,Meat,11.582844409927102
2020-12-15,Tomatoes,Canned Goods,10.892265234884528
2020-12-16,Croissants,Bakery,1.8446950302680063
2020-12-17,Bread,Bakery,20.895589438189962
2020-12-18,Chicken,Meat,16.793926762455992
2020-12-19,Butter,Dairy,8.91988159130656
2020-12-20,Butter,Dairy,25.980019222653894
2020-12-21,Croissants,Bakery,9.235291379684535
2020-12-22,Candy,Snacks,7.465282227993059
2020-12-23,Cheese,Dairy,11.187677133128707
2020-12-24,Tuna,Canned Goods,3.2930158561710776
2020-12-25,Croissants,Bakery,28.43597625976729
2020-12-26,Butter,Dairy,22.43243813282549
2020-12-27,Beef,Meat,17.804575080123282
2020-12-28,Fish,Meat,27.019848213775795
2020-12-29,Milk,Dairy,20.80839696390506
2020-12-30,Candy,Snacks,29.23962086875553
2020-12-31,Chicken,Meat,8.969154807544877
